S.No,State/UT,District,Designation,Official Email,Phone
307,Madhya Pradesh,Rewa,Collector & DM,collector.rewa@mp.gov.in,07662-232218
308,Madhya Pradesh,Sagar,Collector & DM,collector.sagar@mp.gov.in,07582-222345
309,Madhya Pradesh,Satna,Collector & DM,collector.satna@mp.gov.in,07672-400344
310,Madhya Pradesh,Sehore,Collector & DM,collector.sehore@mp.gov.in,07562-229111
311,Madhya Pradesh,Seoni,Collector & DM,collector.seoni@mp.gov.in,07692-220260
312,Madhya Pradesh,Shahdol,Collector & DM,collector.shahdol@mp.gov.in,07652-242024
313,Madhya Pradesh,Shajapur,Collector & DM,collector.shajapur@mp.gov.in,07364-225044
314,Madhya Pradesh,Sheopur,Collector & DM,collector.sheopur@mp.gov.in,07530-222334
315,Madhya Pradesh,Shivpuri,Collector & DM,collector.shivpuri@mp.gov.in,07492-232244
316,Madhya Pradesh,Sidhi,Collector & DM,collector.sidhi@mp.gov.in,07822-252250
317,Madhya Pradesh,Singrauli,Collector & DM,collector.singrauli@mp.gov.in,07805-261126
318,Madhya Pradesh,Tikamgarh,Collector & DM,collector.tikamgarh@mp.gov.in,07683-244100
319,Madhya Pradesh,Ujjain,Collector & DM,collector.ujjain@mp.gov.in,0734-2511210
320,Madhya Pradesh,Umaria,Collector & DM,collector.umaria@mp.gov.in,07653-222236
321,Madhya Pradesh,Vidisha,Collector & DM,collector.vidisha@mp.gov.in,07592-233800
322,Maharashtra,Ahmednagar,Collector,collectorahmednagar@gmail.com,0241-2323701
323,Maharashtra,Akola,Collector,collectorakola@gmail.com,0724-2430511
324,Maharashtra,Amravati,Collector,collectoramravati@gmail.com,0721-2662777
325,Maharashtra,Aurangabad,Collector,collectoraurangabad@gmail.com,0240-2331136
326,Maharashtra,Beed,Collector,collectorbeed@gmail.com,02442-222222
327,Maharashtra,Bhandara,Collector,collectorbhandara@gmail.com,07184-252252
328,Maharashtra,Buldhana,Collector,collectorbuldhana@gmail.com,07262-242256
329,Maharashtra,Chandrapur,Collector,collectorchandrapur@gmail.com,07172-267200
330,Maharashtra,Dhule,Collector,collectordhule@gmail.com,02562-232021
331,Maharashtra,Gadchiroli,Collector,collectorgadchiroli@gmail.com,07132-222224
332,Maharashtra,Gondia,Collector,collectorgondia@gmail.com,07182-232399
333,Maharashtra,Hingoli,Collector,collectorhingoli@gmail.com,02456-222239
334,Maharashtra,Jalgaon,Collector,collectorjalgaon@gmail.com,0257-2227755
335,Maharashtra,Jalna,Collector,collectorjalna@gmail.com,02482-230200
336,Maharashtra,Kolhapur,Collector,collectorkolhapur@gmail.com,0231-2650422
337,Maharashtra,Latur,Collector,collectorlatur@gmail.com,02382-245333
338,Maharashtra,Mumbai City,Collector,collectormumbai@gmail.com,022-22621167
339,Maharashtra,Mumbai Suburban,Collector,collectormumbaisuburban@gmail.com,022-26530051
340,Maharashtra,Nagpur,Collector,collectornagpur@gmail.com,0712-2562668
341,Maharashtra,Nanded,Collector,collectornanded@gmail.com,02462-236400
342,Maharashtra,Nandurbar,Collector,collectornandurbar@gmail.com,02564-222222
343,Maharashtra,Nashik,Collector,collectornashik@gmail.com,0253-2577777
344,Maharashtra,Osmanabad,Collector,collectorosmanabad@gmail.com,02472-222333
345,Maharashtra,Palghar,Collector,collectorpalghar@gmail.com,02525-255201
346,Maharashtra,Parbhani,Collector,collectorparbhani@gmail.com,02452-222500
347,Maharashtra,Pune,Collector,collectorpune@gmail.com,020-26125808
348,Maharashtra,Raigad,Collector,collectorraigad@gmail.com,02141-222204
349,Maharashtra,Ratnagiri,Collector,collectorratnagiri@gmail.com,02352-222222
350,Maharashtra,Sangli,Collector,collectorsangli@gmail.com,0233-2374444
351,Maharashtra,Satara,Collector,collectorsatara@gmail.com,02162-220222
352,Maharashtra,Sindhudurg,Collector,collectorsindhudurg@gmail.com,02362-228222
353,Maharashtra,Solapur,Collector,collectorsolapur@gmail.com,0217-2728888
354,Maharashtra,Thane,Collector,collectorthane@gmail.com,022-25395001
355,Maharashtra,Wardha,Collector,collectorwardha@gmail.com,07152-242400
356,Maharashtra,Washim,Collector,collectorwashim@gmail.com,07252-232244
357,Maharashtra,Yavatmal,Collector,collectoryavatmal@gmail.com,07232-242200
358,Manipur,Bishnupur,Deputy Commissioner,dc-bishnupur-mn@nic.in,03875-263300
359,Manipur,Chandel,Deputy Commissioner,dc-chandel-mn@nic.in,03827-222233
360,Manipur,Churachandpur,Deputy Commissioner,dc-churachandpur-mn@nic.in,03874-234422
361,Manipur,Imphal East,Deputy Commissioner,dc-imphaleast-mn@nic.in,0385-2450130
362,Manipur,Imphal West,Deputy Commissioner,dc-imphalwest-mn@nic.in,0385-2410155
363,Manipur,Jiribam,Deputy Commissioner,dc-jiribam-mn@nic.in,
364,Manipur,Kakching,Deputy Commissioner,dc-kakching-mn@nic.in,
365,Manipur,Kamjong,Deputy Commissioner,dc-kamjong-mn@nic.in,
366,Manipur,Kangpokpi,Deputy Commissioner,dc-kangpokpi-mn@nic.in,
367,Manipur,Noney,Deputy Commissioner,dc-noney-mn@nic.in,
368,Manipur,Pherzawl,Deputy Commissioner,dc-pherzawl-mn@nic.in,
369,Manipur,Senapati,Deputy Commissioner,dc-senapati-mn@nic.in,03872-246600
370,Manipur,Tamenglong,Deputy Commissioner,dc-tamenglong-mn@nic.in,03836-222324
371,Manipur,Tengnoupal,Deputy Commissioner,dc-tengnoupal-mn@nic.in,
372,Manipur,Thoubal,Deputy Commissioner,dc-thoubal-mn@nic.in,03847-222218
373,Manipur,Ukhrul,Deputy Commissioner,dc-ukhrul-mn@nic.in,03863-222222
374,Meghalaya,East Garo Hills,Deputy Commissioner,dc-eastgarohills-meg@nic.in,03637-220232
375,Meghalaya,East Jaintia Hills,Deputy Commissioner,dc-eastjaintiahills-meg@nic.in,
376,Meghalaya,East Khasi Hills,Deputy Commissioner,dc-shillong-meg@nic.in,0364-2227282
377,Meghalaya,North Garo Hills,Deputy Commissioner,dc-northgarohills-meg@nic.in,
378,Meghalaya,Ri Bhoi,Deputy Commissioner,dc-ribhoi-meg@nic.in,0364-2534201
379,Meghalaya,South Garo Hills,Deputy Commissioner,dc-southgarohills-meg@nic.in,03636-220223
380,Meghalaya,South West Garo Hills,Deputy Commissioner,dc-swgarohills-meg@nic.in,
381,Meghalaya,South West Khasi Hills,Deputy Commissioner,dc-swkhasihills-meg@nic.in,
382,Meghalaya,West Garo Hills,Deputy Commissioner,dc-westgarohills-meg@nic.in,03632-222222
383,Meghalaya,West Jaintia Hills,Deputy Commissioner,dc-westjaintiahills-meg@nic.in,03652-222218
384,Meghalaya,West Khasi Hills,Deputy Commissioner,dc-westkhasihills-meg@nic.in,03652-222029
385,Mizoram,Aizawl,Deputy Commissioner,dc-aizawl@mizoram.gov.in,0389-2322688
386,Mizoram,Champhai,Deputy Commissioner,dc-champhai@mizoram.gov.in,03823-234588
387,Mizoram,Hnahthial,Deputy Commissioner,dc-hnahthial@mizoram.gov.in,
388,Mizoram,Kolasib,Deputy Commissioner,dc-kolasib@mizoram.gov.in,03837-222388
389,Mizoram,Khawzawl,Deputy Commissioner,dc-khawzawl@mizoram.gov.in,
390,Mizoram,Lawngtlai,Deputy Commissioner,dc-lawngtlai@mizoram.gov.in,03836-222360
391,Mizoram,Lunglei,Deputy Commissioner,dc-lunglei@mizoram.gov.in,03821-234388
392,Mizoram,Mamit,Deputy Commissioner,dc-mamit@mizoram.gov.in,03836-222360
393,Mizoram,Saitual,Deputy Commissioner,dc-saitual@mizoram.gov.in,
394,Mizoram,Serchhip,Deputy Commissioner,dc-serchhip@mizoram.gov.in,03825-222288
395,Nagaland,Dimapur,Deputy Commissioner,dc-dimapur@nagaland.gov.in,03862-226237
396,Nagaland,Kiphire,Deputy Commissioner,dc-kiphire@nagaland.gov.in,
397,Nagaland,Kohima,Deputy Commissioner,dc-kohima@nagaland.gov.in,0370-2290010
398,Nagaland,Longleng,Deputy Commissioner,dc-longleng@nagaland.gov.in,
399,Nagaland,Mokokchung,Deputy Commissioner,dc-mokokchung@nagaland.gov.in,03694-222048
400,Nagaland,Mon,Deputy Commissioner,dc-mon@nagaland.gov.in,03869-222022
401,Nagaland,Noklak,Deputy Commissioner,dc-noklak@nagaland.gov.in,
402,Nagaland,Peren,Deputy Commissioner,dc-peren@nagaland.gov.in,
403,Nagaland,Phek,Deputy Commissioner,dc-phek@nagaland.gov.in,03685-222348
404,Nagaland,Tuensang,Deputy Commissioner,dc-tuensang@nagaland.gov.in,03867-220233
405,Nagaland,Wokha,Deputy Commissioner,dc-wokha@nagaland.gov.in,03693-220133
406,Nagaland,Zunheboto,Deputy Commissioner,dc-zunheboto@nagaland.gov.in,03686-220107
407,Odisha,Angul,Collector & DM,collectangul@gmail.com,06764-230900
408,Odisha,Balangir,Collector & DM,collectbalangir@gmail.com,06652-230900
409,Odisha,Balasore,Collector & DM,collectbalasore@gmail.com,06782-262900
410,Odisha,Bargarh,Collector & DM,collectbargarh@gmail.com,06646-230900
411,Odisha,Bhadrak,Collector & DM,collectbhadrak@gmail.com,06784-251900
412,Odisha,Boudh,Collector & DM,collectboudh@gmail.com,06842-252900
413,Odisha,Cuttack,Collector & DM,collectcuttack@gmail.com,0671-2508900
414,Odisha,Debagarh,Collector & DM,collectdebagarh@gmail.com,06641-230900
415,Odisha,Dhenkanal,Collector & DM,collectdhenkanal@gmail.com,06762-225900
416,Odisha,Gajapati,Collector & DM,collectgajapati@gmail.com,06815-222900
417,Odisha,Ganjam,Collector & DM,collectganjam@gmail.com,0680-2202900
418,Odisha,Jagatsinghpur,Collector & DM,collectjagatsinghpur@gmail.com,06724-220900
419,Odisha,Jajpur,Collector & DM,collectjajpur@gmail.com,06726-252900
420,Odisha,Jharsuguda,Collector & DM,collectjharsuguda@gmail.com,06645-271900
421,Odisha,Kalahandi,Collector & DM,collectkalahandi@gmail.com,06670-230900
422,Odisha,Kandhamal,Collector & DM,collectkandhamal@gmail.com,06842-253900
423,Odisha,Kendrapara,Collector & DM,collectkendrapara@gmail.com,06727-232900
424,Odisha,Kendujhar,Collector & DM,collectkendujhar@gmail.com,06766-255900
425,Odisha,Khordha,Collector & DM,collectkhordha@gmail.com,0674-2396900
426,Odisha,Koraput,Collector & DM,collectkoraput@gmail.com,06852-252900
427,Odisha,Malkangiri,Collector & DM,collectmalkangiri@gmail.com,06861-230900
428,Odisha,Mayurbhanj,Collector & DM,collectmayurbhanj@gmail.com,06792-252900
429,Odisha,Nabarangapur,Collector & DM,collectnabarangapur@gmail.com,06858-222900
430,Odisha,Nayagarh,Collector & DM,collectnayagarh@gmail.com,06753-252900
431,Odisha,Nuapada,Collector & DM,collectnuapada@gmail.com,06678-222900
432,Odisha,Puri,Collector & DM,collectpuri@gmail.com,06752-222900
433,Odisha,Rayagada,Collector & DM,collectrayagada@gmail.com,06856-222900
434,Odisha,Sambalpur,Collector & DM,collectsambalpur@gmail.com,0663-2521900
435,Odisha,Subarnapur,Collector & DM,collectsubarnapur@gmail.com,06653-220900
436,Odisha,Sundargarh,Collector & DM,collectsundargarh@gmail.com,06622-272900
437,Punjab,Amritsar,Deputy Commissioner,dc.amritsar@punjab.gov.in,0183-2503001
438,Punjab,Barnala,Deputy Commissioner,dc.barnala@punjab.gov.in,01679-260001
439,Punjab,Bathinda,Deputy Commissioner,dc.bathinda@punjab.gov.in,0164-2219001
440,Punjab,Faridkot,Deputy Commissioner,dc.faridkot@punjab.gov.in,01639-251001
441,Punjab,Fatehgarh Sahib,Deputy Commissioner,dc.fatehgarhsahib@punjab.gov.in,01763-502001
442,Punjab,Fazilka,Deputy Commissioner,dc.fazilka@punjab.gov.in,01638-261001
443,Punjab,Ferozepur,Deputy Commissioner,dc.ferozepur@punjab.gov.in,01632-243001
444,Punjab,Gurdaspur,Deputy Commissioner,dc.gurdaspur@punjab.gov.in,01874-242001
445,Punjab,Hoshiarpur,Deputy Commissioner,dc.hoshiarpur@punjab.gov.in,01882-220001
446,Punjab,Jalandhar,Deputy Commissioner,dc.jalandhar@punjab.gov.in,0181-2222001
447,Punjab,Kapurthala,Deputy Commissioner,dc.kapurthala@punjab.gov.in,01822-232001
448,Punjab,Ludhiana,Deputy Commissioner,dc.ludhiana@punjab.gov.in,0161-2444001
449,Punjab,Mansa,Deputy Commissioner,dc.mansa@punjab.gov.in,01652-252001
450,Punjab,Moga,Deputy Commissioner,dc.moga@punjab.gov.in,01636-233001
451,Punjab,Mohali (SAS Nagar),Deputy Commissioner,dc.mohali@punjab.gov.in,0172-2220001
452,Punjab,Muktsar,Deputy Commissioner,dc.muktsar@punjab.gov.in,01633-262001
453,Punjab,Nawanshahr,Deputy Commissioner,dc.nawanshahr@punjab.gov.in,01823-220001
454,Punjab,Pathankot,Deputy Commissioner,dc.pathankot@punjab.gov.in,0186-2245001
455,Punjab,Patiala,Deputy Commissioner,dc.patiala@punjab.gov.in,0175-2212001
456,Punjab,Rupnagar,Deputy Commissioner,dc.rupnagar@punjab.gov.in,01881-220001
457,Punjab,Sangrur,Deputy Commissioner,dc.sangrur@punjab.gov.in,01672-232001
458,Punjab,Shaheed Bhagat Singh Nagar,Deputy Commissioner,dc.sbsnagar@punjab.gov.in,
459,Punjab,Tarn Taran,Deputy Commissioner,dc.tarntaran@punjab.gov.in,01852-223001
460,Rajasthan,Ajmer,Collector & DM,dmajmer@rajasthan.gov.in,0145-2626106
461,Rajasthan,Alwar,Collector & DM,dmalwar@rajasthan.gov.in,0144-2700311
462,Rajasthan,Banswara,Collector & DM,dmbanswara@rajasthan.gov.in,02962-240224
463,Rajasthan,Baran,Collector & DM,dmbaran@rajasthan.gov.in,07453-230220
464,Rajasthan,Barmer,Collector & DM,dmbarmer@rajasthan.gov.in,02982-220126
465,Rajasthan,Bharatpur,Collector & DM,dmbharatpur@rajasthan.gov.in,05644-222222
466,Rajasthan,Bhilwara,Collector & DM,dmbhilwara@rajasthan.gov.in,01482-231510
467,Rajasthan,Bikaner,Collector & DM,dmbikaner@rajasthan.gov.in,0151-2544100
468,Rajasthan,Bundi,Collector & DM,dmbundi@rajasthan.gov.in,0747-2443034
469,Rajasthan,Chittorgarh,Collector & DM,dmchittorgarh@rajasthan.gov.in,01472-240105
470,Rajasthan,Churu,Collector & DM,dmchuru@rajasthan.gov.in,01562-250222
471,Rajasthan,Dausa,Collector & DM,dmdausa@rajasthan.gov.in,01427-223500
472,Rajasthan,Dholpur,Collector & DM,dmdholpur@rajasthan.gov.in,05642-223100
473,Rajasthan,Dungarpur,Collector & DM,dmdungarpur@rajasthan.gov.in,02964-230123
474,Rajasthan,Hanumangarh,Collector & DM,dmhanumangarh@rajasthan.gov.in,01552-264028
475,Rajasthan,Jaipur,Collector & DM,dmjaipur@rajasthan.gov.in,0141-2385555
476,Rajasthan,Jaisalmer,Collector & DM,dmjaisalmer@rajasthan.gov.in,02992-252224
477,Rajasthan,Jalor,Collector & DM,dmjalor@rajasthan.gov.in,02973-220055
478,Rajasthan,Jhalawar,Collector & DM,dmjhalawar@rajasthan.gov.in,07432-232288
479,Rajasthan,Jhunjhunu,Collector & DM,dmjhunjhunu@rajasthan.gov.in,01592-232233
480,Rajasthan,Jodhpur,Collector & DM,dmjodhpur@rajasthan.gov.in,0291-2440800
481,Rajasthan,Karauli,Collector & DM,dmkarauli@rajasthan.gov.in,07464-220134
482,Rajasthan,Kota,Collector & DM,dmkota@rajasthan.gov.in,0744-2500600
483,Rajasthan,Nagaur,Collector & DM,dmnagaur@rajasthan.gov.in,01582-245555
484,Rajasthan,Pali,Collector & DM,dmpali@rajasthan.gov.in,02932-220110
485,Rajasthan,Pratapgarh,Collector & DM,dmpratapgarh@rajasthan.gov.in,
486,Rajasthan,Rajsamand,Collector & DM,dmrajsamand@rajasthan.gov.in,02952-221114
487,Rajasthan,Sawai Madhopur,Collector & DM,dmsawaimadhopur@rajasthan.gov.in,07462-220020
488,Rajasthan,Sikar,Collector & DM,dmsikar@rajasthan.gov.in,01572-270500
489,Rajasthan,Sirohi,Collector & DM,dmsirohi@rajasthan.gov.in,02972-220117
490,Rajasthan,Sri Ganganagar,Collector & DM,dmsriganganagar@rajasthan.gov.in,0154-2470002
491,Rajasthan,Tonk,Collector & DM,dmtonk@rajasthan.gov.in,01432-245525
492,Rajasthan,Udaipur,Collector & DM,dmudaipur@rajasthan.gov.in,0294-2428510
493,Sikkim,East Sikkim,District Collector,dc-eastdistrict@sikkim.gov.in,03592-231316
494,Sikkim,North Sikkim,District Collector,dc-northdistrict@sikkim.gov.in,03592-234405
495,Sikkim,South Sikkim,District Collector,dc-southdistrict@sikkim.gov.in,03595-220355
496,Sikkim,West Sikkim,District Collector,dc-westdistrict@sikkim.gov.in,03595-250355
497,Tamil Nadu,Ariyalur,Collector,collector.ariyalur@tn.gov.in,04329-220200
498,Tamil Nadu,Chengalpattu,Collector,collector.chengalpattu@tn.gov.in,044-27426600
499,Tamil Nadu,Chennai,Collector,collector.chennai@tn.gov.in,044-25384796
500,Tamil Nadu,Coimbatore,Collector,collector.coimbatore@tn.gov.in,0422-2390006
501,Tamil Nadu,Cuddalore,Collector,collector.cuddalore@tn.gov.in,04142-221192
502,Tamil Nadu,Dharmapuri,Collector,collector.dharmapuri@tn.gov.in,04342-265001
503,Tamil Nadu,Dindigul,Collector,collector.dindigul@tn.gov.in,0451-2431400
504,Tamil Nadu,Erode,Collector,collector.erode@tn.gov.in,0424-2257222
505,Tamil Nadu,Kallakurichi,Collector,collector.kallakurichi@tn.gov.in,04151-222202
506,Tamil Nadu,Kanchipuram,Collector,collector.kanchipuram@tn.gov.in,044-27222434
507,Tamil Nadu,Kanyakumari,Collector,collector.kanyakumari@tn.gov.in,04652-230201
508,Tamil Nadu,Karur,Collector,collector.karur@tn.gov.in,04324-260007
509,Tamil Nadu,Krishnagiri,Collector,collector.krishnagiri@tn.gov.in,04343-234100
510,Tamil Nadu,Madurai,Collector,collector.madurai@tn.gov.in,0452-2532584
511,Tamil Nadu,Mayiladuthurai,Collector,collector.mayiladuthurai@tn.gov.in,04364-225200
512,Tamil Nadu,Nagapattinam,Collector,collector.nagapattinam@tn.gov.in,04365-242422
513,Tamil Nadu,Namakkal,Collector,collector.namakkal@tn.gov.in,04286-261000
514,Tamil Nadu,Nilgiris,Collector,collector.nilgiris@tn.gov.in,0423-2444200
515,Tamil Nadu,Perambalur,Collector,collector.perambalur@tn.gov.in,04328-221000
516,Tamil Nadu,Pudukkottai,Collector,collector.pudukkottai@tn.gov.in,04322-221111
517,Tamil Nadu,Ramanathapuram,Collector,collector.ramanathapuram@tn.gov.in,04567-235601
518,Tamil Nadu,Ranipet,Collector,collector.ranipet@tn.gov.in,04172-255200
519,Tamil Nadu,Salem,Collector,collector.salem@tn.gov.in,0427-2411111
520,Tamil Nadu,Sivaganga,Collector,collector.sivaganga@tn.gov.in,04575-241111
521,Tamil Nadu,Tenkasi,Collector,collector.tenkasi@tn.gov.in,04633-282200
522,Tamil Nadu,Thanjavur,Collector,collector.thanjavur@tn.gov.in,04362-270101
523,Tamil Nadu,Theni,Collector,collector.theni@tn.gov.in,04546-252800
524,Tamil Nadu,Thoothukudi,Collector,collector.thoothukudi@tn.gov.in,0461-2382601
525,Tamil Nadu,Tiruchirappalli,Collector,collector.tiruchirappalli@tn.gov.in,0431-2700899
526,Tamil Nadu,Tirunelveli,Collector,collector.tirunelveli@tn.gov.in,0462-2501530
527,Tamil Nadu,Tirupathur,Collector,collector.tirupathur@tn.gov.in,04179-221001
528,Tamil Nadu,Tiruppur,Collector,collector.tiruppur@tn.gov.in,0421-2220101
529,Tamil Nadu,Tiruvallur,Collector,collector.tiruvallur@tn.gov.in,044-27667236
530,Tamil Nadu,Tiruvannamalai,Collector,collector.tiruvannamalai@tn.gov.in,04175-233401
531,Tamil Nadu,Tiruvarur,Collector,collector.tiruvarur@tn.gov.in,04366-222501
532,Tamil Nadu,Vellore,Collector,collector.vellore@tn.gov.in,0416-2220005
533,Tamil Nadu,Viluppuram,Collector,collector.viluppuram@tn.gov.in,04146-234023
534,Tamil Nadu,Virudhunagar,Collector,collector.virudhunagar@tn.gov.in,04562-255555
535,Telangana,Adilabad,Collector,collector.adilabad@telangana.gov.in,08732-224888
536,Telangana,Bhadradri Kothagudem,Collector,collector.bhadradri@telangana.gov.in,08744-242444
537,Telangana,Hanamkonda,Collector,collector.hanamkonda@telangana.gov.in,0870-2442555
538,Telangana,Hyderabad,Collector,collector.hyderabad@telangana.gov.in,040-23220800
539,Telangana,Jagtial,Collector,collector.jagtial@telangana.gov.in,08724-241444
540,Telangana,Jangaon,Collector,collector.jangaon@telangana.gov.in,08713-220555
541,Telangana,Jayashankar Bhupalpally,Collector,collector.jayashankar@telangana.gov.in,08716-251555
542,Telangana,Jogulamba Gadwal,Collector,collector.gadwal@telangana.gov.in,08545-274555
543,Telangana,Kamareddy,Collector,collector.kamareddy@telangana.gov.in,08468-222555
544,Telangana,Karimnagar,Collector,collector.karimnagar@telangana.gov.in,0878-2232555
545,Telangana,Khammam,Collector,collector.khammam@telangana.gov.in,08742-222555
546,Telangana,Komaram Bheem Asifabad,Collector,collector.asifabad@telangana.gov.in,08734-220555
547,Telangana,Mahabubabad,Collector,collector.mahabubabad@telangana.gov.in,08719-222555
548,Telangana,Mahabubnagar,Collector,collector.mahabubnagar@telangana.gov.in,08542-241555
549,Telangana,Mancherial,Collector,collector.mancherial@telangana.gov.in,08736-244555
550,Telangana,Medak,Collector,collector.medak@telangana.gov.in,08452-242555
551,Telangana,Medchal-Malkajgiri,Collector,collector.medchal@telangana.gov.in,040-27209555
552,Telangana,Mulugu,Collector,collector.mulugu@telangana.gov.in,
553,Telangana,Nagarkurnool,Collector,collector.nagarkurnool@telangana.gov.in,08548-242555
554,Telangana,Nalgonda,Collector,collector.nalgonda@telangana.gov.in,08682-242555
555,Telangana,Narayanpet,Collector,collector.narayanpet@telangana.gov.in,
556,Telangana,Nirmal,Collector,collector.nirmal@telangana.gov.in,08734-221555
557,Telangana,Nizamabad,Collector,collector.nizamabad@telangana.gov.in,08462-235555
558,Telangana,Peddapalli,Collector,collector.peddapalli@telangana.gov.in,08728-244555
559,Telangana,Rajanna Sircilla,Collector,collector.sircilla@telangana.gov.in,08725-231555
560,Telangana,Rangareddy,Collector,collector.rangareddy@telangana.gov.in,040-24222555
561,Telangana,Sangareddy,Collector,collector.sangareddy@telangana.gov.in,08455-272555
562,Telangana,Siddipet,Collector,collector.siddipet@telangana.gov.in,08457-222555
563,Telangana,Suryapet,Collector,collector.suryapet@telangana.gov.in,08684-222555
564,Telangana,Vikarabad,Collector,collector.vikarabad@telangana.gov.in,08411-222555
565,Telangana,Wanaparthy,Collector,collector.wanaparthy@telangana.gov.in,08543-243555
566,Telangana,Warangal Rural,Collector,collector.warangalrural@telangana.gov.in,0870-2571555
567,Telangana,Yadadri Bhuvanagiri,Collector,collector.yadadri@telangana.gov.in,08683-241555
568,Tripura,Dhalai,District Magistrate,dm-dhalai@tripura.gov.in,03822-222299
569,Tripura,Gomati,District Magistrate,dm-gomati@tripura.gov.in,03823-222206
570,Tripura,Khowai,District Magistrate,dm-khowai@tripura.gov.in,03824-222230
571,Tripura,North Tripura,District Magistrate,dm-northtripura@tripura.gov.in,03821-222299
572,Tripura,Sepahijala,District Magistrate,dm-sepahijala@tripura.gov.in,0381-2324002
573,Tripura,South Tripura,District Magistrate,dm-southtripura@tripura.gov.in,03825-222299
574,Tripura,Unakoti,District Magistrate,dm-unakoti@tripura.gov.in,03821-224027
575,Tripura,West Tripura,District Magistrate,dm-westtripura@tripura.gov.in,0381-2415601
576,Uttar Pradesh,Agra,District Magistrate,dm-agra@up.nic.in,0562-2857100
577,Uttar Pradesh,Aligarh,District Magistrate,dm-aligarh@up.nic.in,0571-2700300
578,Uttar Pradesh,Allahabad (Prayagraj),District Magistrate,dm-allahabad@up.nic.in,0532-2623000
579,Uttar Pradesh,Ambedkar Nagar,District Magistrate,dm-ambedkarnagar@up.nic.in,05271-222200
580,Uttar Pradesh,Amethi,District Magistrate,dm-amethi@up.nic.in,05368-222200
581,Uttar Pradesh,Amroha,District Magistrate,dm-amroha@up.nic.in,05922-274100
582,Uttar Pradesh,Auraiya,District Magistrate,dm-auraiya@up.nic.in,05683-243100
583,Uttar Pradesh,Ayodhya,District Magistrate,dm-ayodhya@up.nic.in,05278-232200
584,Uttar Pradesh,Azamgarh,District Magistrate,dm-azamgarh@up.nic.in,05462-220900
585,Uttar Pradesh,Baghpat,District Magistrate,dm-baghpat@up.nic.in,01232-244100
586,Uttar Pradesh,Bahraich,District Magistrate,dm-bahraich@up.nic.in,05252-232300
587,Uttar Pradesh,Ballia,District Magistrate,dm-ballia@up.nic.in,05498-222600
588,Uttar Pradesh,Balrampur,District Magistrate,dm-balrampur@up.nic.in,05263-232300
589,Uttar Pradesh,Banda,District Magistrate,dm-banda@up.nic.in,05192-223100
590,Uttar Pradesh,Barabanki,District Magistrate,dm-barabanki@up.nic.in,05248-227700
591,Uttar Pradesh,Bareilly,District Magistrate,dm-bareilly@up.nic.in,0581-2420100
592,Uttar Pradesh,Basti,District Magistrate,dm-basti@up.nic.in,05542-245600
593,Uttar Pradesh,Bhadohi,District Magistrate,dm-bhadohi@up.nic.in,05414-232200
594,Uttar Pradesh,Bijnor,District Magistrate,dm-bijnor@up.nic.in,01342-262200
595,Uttar Pradesh,Budaun,District Magistrate,dm-budaun@up.nic.in,05832-255100
596,Uttar Pradesh,Bulandshahr,District Magistrate,dm-bulandshahr@up.nic.in,05732-222400
597,Uttar Pradesh,Chandauli,District Magistrate,dm-chandauli@up.nic.in,05412-285200
598,Uttar Pradesh,Chitrakoot,District Magistrate,dm-chitrakoot@up.nic.in,05198-252200
599,Uttar Pradesh,Deoria,District Magistrate,dm-deoria@up.nic.in,05568-222600
600,Uttar Pradesh,Etah,District Magistrate,dm-etah@up.nic.in,05742-255400
601,Uttar Pradesh,Etawah,District Magistrate,dm-etawah@up.nic.in,05688-255100
602,Uttar Pradesh,Farrukhabad,District Magistrate,dm-farrukhabad@up.nic.in,05692-245100
603,Uttar Pradesh,Fatehpur,District Magistrate,dm-fatehpur@up.nic.in,05180-222100
604,Uttar Pradesh,Firozabad,District Magistrate,dm-firozabad@up.nic.in,05612-253100
605,Uttar Pradesh,Gautam Buddha Nagar,District Magistrate,dm-gbnagar@up.nic.in,0120-2511700
606,Uttar Pradesh,Ghaziabad,District Magistrate,dm-ghaziabad@up.nic.in,0120-2820200
607,Uttar Pradesh,Ghazipur,District Magistrate,dm-ghazipur@up.nic.in,0548-2220500
608,Uttar Pradesh,Gonda,District Magistrate,dm-gonda@up.nic.in,05262-234100
609,Uttar Pradesh,Gorakhpur,District Magistrate,dm-gorakhpur@up.nic.in,0551-2200200
610,Uttar Pradesh,Hamirpur,District Magistrate,dm-hamirpur@up.nic.in,05282-234100
611,Uttar Pradesh,Hapur,District Magistrate,dm-hapur@up.nic.in,0122-2309100
612,Uttar Pradesh,Hardoi,District Magistrate,dm-hardoi@up.nic.in,05852-233500
613,Uttar Pradesh,Hathras,District Magistrate,dm-hathras@up.nic.in,05722-263600
614,Uttar Pradesh,Jalaun,District Magistrate,dm-jalaun@up.nic.in,05162-253400
615,Uttar Pradesh,Jaunpur,District Magistrate,dm-jaunpur@up.nic.in,05452-263500
616,Uttar Pradesh,Jhansi,District Magistrate,dm-jhansi@up.nic.in,0510-2442100
617,Uttar Pradesh,Kannauj,District Magistrate,dm-kannauj@up.nic.in,05694-232100
618,Uttar Pradesh,Kanpur Dehat,District Magistrate,dm-kanpurdehat@up.nic.in,05111-271800
619,Uttar Pradesh,Kanpur Nagar,District Magistrate,dm-kanpurnagar@up.nic.in,0512-2304100
